symbol,token,exchange
777MP43-SG,14451,NSE
671TS40-SG,1446,NSE
772TS46-SG,14452,NSE
LEXUS-EQ,14459,NSE
KIRLFER-EQ,14466,NSE
655GA30A-SG,1454,NSE
DIVGIITTS-EQ,14479,NSE
772GJ35-SG,14553,NSE
ALPHAGEO-EQ,14597,NSE
778TS34-SG,14647,NSE
778UP36-SG,14651,NSE
773GJ36-SG,14652,NSE
774RJ49-SG,14663,NSE
NAVINFLUOR-EQ,14672,NSE
ACCURACY-BE,1472,NSE
IDBI-EQ,1476,NSE
NIRMAN-SM,14722,NSE
HFMPM23DND-MF,14731,NSE
081NSETEST-EQ,14767,NSE
TARMAT-EQ,14771,NSE
749GJ28-SG,14812,NSE
779UP33-SG,14829,NSE
78JK35-SG,14834,NSE
776KL51-SG,14855,NSE
GOLD1-EQ,14858,NSE
776TN53-SG,14860,NSE
RBA-EQ,1494,NSE
SHIVAMILLS-EQ,1497,NSE
LAL-EQ,14924,NSE
PSUBANK-EQ,15061,NSE
MADHAV-EQ,15151,NSE
ECLERX-EQ,15179,NSE
BURNPUR-BE,15198,NSE
PATINTLOG-BE,15223,NSE
BIRLAMONEY-EQ,15239,NSE
CEATLTD-EQ,15254,NSE
668WB35-SG,1532,NSE
RPOWER-EQ,15259,NSE
QUICKTOUCH-SM,15285,NSE
GSS-EQ,15347,NSE
737AP43-SG,15578,NSE
RVHL-EQ,1565,NSE
LATTEYS-BE,15848,NSE
716HR27-SG,15966,NSE
72MH28-SG,15971,NSE
733NL33-SG,16035,NSE
735HR33-SG,16064,NSE
743MZ36-SG,16261,NSE
736ML32-SG,16289,NSE
68AS30-SG,164,NSE
736RJ33-SG,16346,NSE
732KL53-SG,16398,NSE
66UP30A-SG,1649,NSE
663KA34-SG,1651,NSE
734RJ33A-SG,16646,NSE
733AP33-SG,16647,NSE
737JK38-SG,16650,NSE
729TN53-SG,16656,NSE
722GJ28-SG,16781,NSE
735MH32-SG,16785,NSE
736HR33A-SG,16801,NSE
741PN34-SG,16804,NSE
735TS45-SG,16815,NSE
81TCHF28-N8,16870,NSE
TCHF30-NB,16894,NSE
DPWIRES-BE,16902,NSE
ZFCVINDIA-EQ,16915,NSE
INDBANK-EQ,16933,NSE
74HR33-SG,16979,NSE
COUNCODOS-BE,16989,NSE
MAWANASUG-EQ,17022,NSE
865IFL28-NZ,17039,NSE
SGBJ28VIII-GB,17110,NSE
745TN43-SG,17112,NSE
743RJ48-SG,17113,NSE
744ML31-SG,17116,NSE
IDEAFORGE-EQ,17140,NSE
GLOBALPET-ST,17170,NSE
SGBJUN31I-GB,17202,NSE
ALBERTDAVD-EQ,17256,NSE
665AP36-SG,1739,NSE
74BR30-SG,17446,NSE
665AP40-SG,1745,NSE
NV20IETF-EQ,17475,NSE
893NHB29-N6,1765,NSE
YCCL-SM,17627,NSE
ZYDUSWELL-EQ,17635,NSE
890NHB34-N7,1767,NSE
POKARNA-EQ,17651,NSE
MIDSELIETF-EQ,17702,NSE
KANPRPLA-EQ,1782,NSE
BAYERCROP-EQ,17927,NSE
84CIFCL28-NA,17958,NSE
NESTLEIND-EQ,17963,NSE
BPF02D3D-MF,18007,NSE
VLEGOV-BE,18021,NSE
SETUINFRA-BZ,18024,NSE
MBLINFRA-EQ,18029,NSE
MINDTECK-EQ,18049,NSE
75BR31-SG,18080,NSE
75UP35-SG,18085,NSE
745JK53-SG,18105,NSE
VASCONEQ-EQ,18110,NSE
DOLPHIN-EQ,18139,NSE
EMMBI-BE,18146,NSE
JIOFIN-EQ,18143,NSE
BPF02RMD-MF,18161,NSE
HFMPCC50RD-MF,18186,NSE
LORDSCHLO-EQ,18232,NSE
HDFCLIQUID-EQ,18279,NSE
LGBBROSLTD-EQ,18321,NSE
VPRPL-EQ,18341,NSE
66UP31-SG,1842,NSE
744AP40-SG,18411,NSE
RISHABH-EQ,18417,NSE
678MH32-SG,185,NSE
POWERINDIA-EQ,18457,NSE
SAROJA-SM,18506,NSE
JLHL-EQ,18553,NSE
MITTAL-EQ,18562,NSE
JIWANRAM-SM,18558,NSE
SAMHI-EQ,18614,NSE
665AP41-SG,1871,NSE
74GJ27-SG,18688,NSE
VISDEM-SM,18708,NSE
MADHUSUDAN-ST,18738,NSE
SIGNATURE-EQ,18743,NSE
YATRA-EQ,18760,NSE
IDFNIFTYET-EQ,18783,NSE
745GJ31-SG,18938,NSE
748HR35-SG,18954,NSE
MVGJL-EQ,19015,NSE
UDS-EQ,19113,NSE
767PN35-SG,19167,NSE
751MP38-SG,19169,NSE
754CG31-SG,19180,NSE
755TS32-SG,19185,NSE
KONTOR-SM,19287,NSE
SGBSEP31II-GB,19456,NSE
762TN53-SG,19488,NSE
COMMITTED-ST,19516,NSE
764WB43-SG,19520,NSE
765TS39-SG,19550,NSE
773MN35-SG,19611,NSE
TRENT-EQ,1964,NSE
768TN30-SG,19614,NSE
772TN33-SG,19618,NSE
76JK53-SG,19623,NSE
HMT-BZ,19698,NSE
773RJ33-SG,19716,NSE
LMW-EQ,1979,NSE
767TS45-SG,19733,NSE
888SCL25D-NC,19774,NSE
WELINV-BE,19804,NSE
774AS33-SG,19892,NSE
773BR38-SG,19904,NSE
779WB40-SG,19905,NSE
DEEPAKNTR-EQ,19943,NSE
736PFCL28-N2,19974,NSE
892PFCL33-N8,20028,NSE
740IIFCL33-N1,20052,NSE
866IIFC34B-N3,20056,NSE
948SCL26A-NN,20075,NSE
1015SCL28-NR,20102,NSE
925SCL28A-NS,20104,NSE
BABAFP-SM,20141,NSE
719AP34-SG,20147,NSE
773UP35-SG,20180,NSE
ASHOKA-EQ,20182,NSE
BEDMUTHA-EQ,20196,NSE
JWL-EQ,20224,NSE
768TS37-SG,20225,NSE
M&M-EQ,2031,NSE
77BR38-SG,20226,NSE
756JK48-SG,20230,NSE
718AS29-SG,20311,NSE
773KA34-SG,20350,NSE
775UP34-SG,20351,NSE
776MP37A-SG,20357,NSE
779PN37-SG,20360,NSE
777MN38-SG,20361,NSE
771KL43-SG,20364,NSE
FLAIR-EQ,20372,NSE
769KA33A-SG,20392,NSE
778NL33-SG,20395,NSE
771AP37A-SG,20398,NSE
772WB37-SG,20399,NSE
CBAZAAR-ST,20409,NSE
IOLCP-EQ,20413,NSE
CIFCZC26-NF,20437,NSE
GRAPHISAD-SM,20454,NSE
77TS38-SG,20480,NSE
689BR28-SG,2065,NSE
720AR30-SG,20518,NSE
715GA30-SG,20546,NSE
690AP27-SG,20599,NSE
898LTF29-N7,20655,NSE
85LTF26-NM,20713,NSE
865LTF26-NN,20715,NSE
764KA39-SG,20744,NSE
688UP31-SG,2080,NSE
708KA31-SG,20797,NSE
MAHSCOOTER-EQ,2085,NSE
MOIL-EQ,20830,NSE
695HP33-SG,20859,NSE
699GA30-SG,20862,NSE
AZAD-EQ,20905,NSE
697KA30-SG,20912,NSE
672AP28-SG,20914,NSE
687AP37-SG,2096,NSE
648AP27-SG,20922,NSE
8AR30-SG,20963,NSE
940SCL26B-Y6,20986,NSE
664UP30-SG,21,NSE
965SCL28B-YB,21010,NSE
788GA30-SG,21047,NSE
835SCL23B-YM,21056,NSE
SUPREMEPWR-SM,21067,NSE
HRHNEXT-SM,21107,NSE
703HR40-SG,21236,NSE
705AP31-SG,21237,NSE
AUBANK-EQ,21238,NSE
LOWVOLIETF-EQ,21254,NSE
MDL-ST,2133,NSE
764GJ31-SG,21262,NSE
695RJ31-SG,2137,NSE
697WB36-SG,2149,NSE
767HP34-SG,21509,NSE
76TS47-SG,21547,NSE
66GJ29-SG,21650,NSE
723KA28-SG,21710,NSE
AKG-EQ,2176,NSE
775SIDBI27-N1,21741,NSE
697PN40-SG,21789,NSE
BOSCHLTD-EQ,2181,NSE
TSFINV-EQ,2183,NSE
DAVANGERE-EQ,21794,NSE
SBILIFE-EQ,21808,NSE
758TN54-SG,21841,NSE
763GJ34-SG,21858,NSE
767RJ34-SG,21863,NSE
673KL28-SG,21903,NSE
791KL30-SG,21904,NSE
718KL29-SG,21912,NSE
642MN30-SG,21919,NSE
793THDC34-N0,21463,NSE
OPTIEMUS-EQ,21469,NSE
764AP31-SG,21494,NSE
INDTERRAIN-EQ,21957,NSE
767AP38A-SG,21510,NSE
76TS43-SG,21542,NSE
76AP44-SG,21543,NSE
756TN54-SG,21548,NSE
724AP35-SG,21645,NSE
665PN50-SG,21716,NSE
73PN34-SG,21717,NSE
67PN30-SG,21719,NSE
692PN35-SG,21895,NSE
69MN30-SG,21926,NSE
612KA27-SG,21929,NSE
66MH31-SG,21937,NSE
658MP35-SG,21948,NSE
721MP34-SG,21977,NSE
ACC-EQ,22,NSE
SGBFEB29XI-GB,2200,NSE
698MP30-SG,21978,NSE
655RJ50-SG,22023,NSE
721PY28-SG,22024,NSE
73RJ30-SG,22066,NSE
703RJ30-SG,22076,NSE
793UP30-SG,22084,NSE
704UP30-SG,22085,NSE
686UP30-SG,22094,NSE
750TN29-SG,22107,NSE
66TN30-SG,22111,NSE
655TN30-SG,22114,NSE
708CG30-SG,22159,NSE
745UK30-SG,22165,NSE
706UK30-SG,22166,NSE
688UK30-SG,22168,NSE
69UK30-SG,22172,NSE
735WB30-SG,22177,NSE
655WB30-SG,22178,NSE
MODIRUBBER-EQ,2229,NSE
714KA29A-SG,22225,NSE
64KA31-SG,22266,NSE
577GS2030-GS,22292,NSE
652TS50-SG,22304,NSE
660AP40-SG,22333,NSE
644GJ29A-SG,22337,NSE
646JK30-SG,22303,NSE
ALPL30IETF-EQ,22344,NSE
669TS50-SG,22371,NSE
807NIIF39-N1,22416,NSE
645ML30-SG,22449,NSE
646RJ30A-SG,22450,NSE
MOREPENLAB-EQ,2259,NSE
NOVAAGRI-BE,22478,NSE
765CG33-SG,22494,NSE
BLSE-EQ,22566,NSE
749AP36-SG,22615,NSE
752AP43-SG,22624,NSE
769LIC34-N0,22633,NSE
PARKHOTELS-EQ,22649,NSE
JSFB-EQ,22663,NSE
745AP38-SG,22700,NSE
748WB43-SG,22703,NSE
748AP44-SG,22704,NSE
748WB44-SG,22705,NSE
744CG29-SG,22742,NSE
747CG31-SG,22744,NSE
744AP39A-SG,22754,NSE
810TCHFL27-ND,22768,NSE
TCL-SM,22777,NSE
759IREDA34-N0,22820,NSE
SMALLCAP-EQ,22832,NSE
BSLIQPIIDP-MF,22844,NSE
830TFSIL27-N2,22854,NSE
HAL-EQ,2303,NSE
742MP44-SG,22872,NSE
OWAIS-ST,22914,NSE
MUKKA-EQ,22980,NSE
950BCIPL28-N2,23034,NSE
SONAMAC-SM,23052,NSE
738HR35-SG,23087,NSE
739BR39-SG,23095,NSE
736TN54-SG,23105,NSE
755PFC27-NA,23109,NSE
MURUDCERA-EQ,2313,NSE
PVSL-EQ,23142,NSE
GFL27-N1,23151,NSE
746IRFC29-NS,23157,NSE
HEIDELBERG-EQ,2316,NSE
746CG32-SG,23190,NSE
747UK34-SG,23196,NSE
747GA34-SG,23198,NSE
745MH38-SG,23208,NSE
747JK44-SG,23215,NSE
950IIFL27-Y2,23242,NSE
773LIC34-N2,23248,NSE
0SCL27-YW,23299,NSE
1075SCFL34-Z6,23319,NSE
980SCL34-Z7,23321,NSE
752RJ44-SG,23333,NSE
748TS50-SG,23335,NSE
753KL50-SG,23336,NSE
75TN54-SG,23337,NSE
744TS36-SG,23427,NSE
748PN37-SG,23428,NSE
746AP42-SG,23433,NSE
746AP43A-SG,23434,NSE
TAC-ST,23441,NSE
975SCL27-Z9,23465,NSE
UEL-EQ,23507,NSE
723GS2039-GS,23518,NSE
75TN31-SG,23581,NSE
75AP32-SG,23582,NSE
749AP40-SG,23587,NSE
895MFL27-NM,23667,NSE
742AP44-SG,23681,NSE
897MOFSL29-N4,23706,NSE
745AP33A-SG,23754,NSE
742AP45-SG,23757,NSE
ABSLPSE-EQ,23806,NSE
708MH31-SG,2383,NSE
742RJ32-SG,23813,NSE
738AP44-SG,23818,NSE
HOACFOODS-ST,23826,NSE
734TN29-SG,23869,NSE
737RJ34B-SG,23872,NSE
738TN34-SG,23873,NSE
734KL55-SG,23876,NSE
NELCO-EQ,2388,NSE
734AP49-SG,23884,NSE
825SMFG27-N1,23898,NSE
704GS2029-GS,23919,NSE
722KA38-SG,2398,NSE
94SCL27-ZG,23942,NSE
971SCL29A-ZN,23958,NSE
1025SCL34A-ZT,23974,NSE
743HR34-SG,24005,NSE
BOROSCI-EQ,24014,NSE
TBI-SM,24019,NSE
NEULANDLAB-EQ,2406,NSE
75IREDA34-ND,24023,NSE
739TN32-SG,24054,NSE
UTFIAIPRPI-MF,24058,NSE
723GJ27-SG,24096,NSE
812SFL27-N2,24131,NSE
PIIND-EQ,24184,NSE
736MZ39-SG,24186,NSE
VADILALIND-EQ,24196,NSE
728JK54-SG,24205,NSE
SPCL-SM,24249,NSE
ABDL-EQ,24308,NSE
AAFS28-N0,24317,NSE
738PN33-SG,24331,NSE
736TS37-SG,24337,NSE
736AP41-SG,24338,NSE
736JK46-SG,24341,NSE
DHANUKA-EQ,24409,NSE
GGBL-SM,24439,NSE
739IRFC34-N0,24474,NSE
732TS36-SG,24487,NSE
733TS40-SG,24490,NSE
736WB40-SG,24569,NSE
734AP49A-SG,24660,NSE
734PN32-SG,24666,NSE
737IRFC29-N0,24672,NSE
ESPRIT-SM,24678,NSE
910CIFL31-N0,24682,NSE
RPEL-EQ,24735,NSE
722MH34-SG,24752,NSE
80956ABH26-N0,24773,NSE
PPSL-SM,24785,NSE
FIRSTCRY-EQ,24814,NSE
METALIETF-EQ,24861,NSE
721MH35-SG,24885,NSE
GLOBALE-EQ,24932,NSE
726PN37-SG,24986,NSE
727AP41-SG,24991,NSE
722MP45-SG,24994,NSE
723AP46-SG,24995,NSE
722MH49-SG,24997,NSE
ADANIENT-EQ,25,NSE
IBULLSLTD-EQ,24999,NSE
722KL59-SG,25005,NSE
MULTICAP-EQ,25080,NSE
725AP37-SG,25095,NSE
725TS38-SG,25096,NSE
725MH45-SG,25101,NSE
725WB45-SG,25102,NSE
OSWALAGRO-EQ,2514,NSE
JEYYAM-ST,25150,NSE
722TS38-SG,25213,NSE
99AEL29-N7,25296,NSE
CONTI-SM,2531,NSE
AEL120924B-N8,25298,NSE
71TN34-SG,25354,NSE
704MH29-SG,2542,NSE
714KL47-SG,25365,NSE
845GHFL29-N0,25374,NSE
GROWWLIQID-EQ,25447,NSE
695KA28-SG,25470,NSE
TIJARIA-EQ,25482,NSE
712MP36-SG,25500,NSE
965SCL26F-N1,25534,NSE
SCL25924D-N1,25556,NSE
971SCL29B-N1,25562,NSE
70KA30-SG,25700,NSE
PARAMOUNT-SM,25716,NSE
APLAPOLLO-EQ,25780,NSE
708HP34-SG,25830,NSE
72RJ46-SG,2584,NSE
709PY34-SG,25832,NSE
OBSCP-SM,25923,NSE
EMULTIMQ-EQ,25996,NSE
67HR30-SG,26,NSE
PEARLPOLY-EQ,2610,NSE
HERANBA-EQ,2614,NSE
GATECHDVR-BE,27,NSE
702MH29-SG,2670,NSE
724KA37-SG,2691,NSE
ABINFRA-EQ,27020,NSE
825BTL27-N0,27027,NSE
875BTL28-N0,27029,NSE
PRAKASH-EQ,2708,NSE
709RL39-N0,27057,NSE
920DCBBL34-N0,27132,NSE
1020CCSP27-N0,27134,NSE
708KL31-SG,27151,NSE
715OR38-SG,27152,NSE
815GIL29-N0,27163,NSE
NTPCGREEN-EQ,27176,NSE
71TN32A-SG,27186,NSE
718WB41-SG,27204,NSE
CHEMCON-BE,276,NSE
APEXECO-ST,27291,NSE
818TPL27-N0,27396,NSE
710PFCL35-N0,27617,NSE
709HR37-SG,27672,NSE
708UP38-SG,27686,NSE
785ABHFL28-N0,27713,NSE
709IRFC34-N0,27951,NSE
MAHICKRA-SM,2839,NSE
RANEHOLDIN-EQ,2844,NSE
PURPLEUTED-ST,28044,NSE
714NPC39-N0,28371,NSE
816KSFP29-N0,28503,NSE
712PGCIL34-N0,28615,NSE
716PFCL40-N0,28786,NSE
716KA40-SG,28818,NSE
715NL34-SG,28822,NSE
716WB39-SG,28829,NSE
9IHFL27-N1,28858,NSE
679GS2031-GS,28894,NSE
SCL271224-N1,28907,NSE
ANYA-SM,28983,NSE
715KA43-SG,29003,NSE
715WB40-SG,29009,NSE
810NIT40-N0,29022,NSE
713UK32-SG,29049,NSE
715AS35-SG,29058,NSE
711MH38-SG,29061,NSE
711TS55-SG,29071,NSE
685GA31A-SG,2910,NSE
773TCHFL30-N0,29103,NSE
738REC27TF-N2,29111,NSE
CARERATING-EQ,29113,NSE
INDUSTOWER-EQ,29135,NSE
SWANDEF-BE,29164,NSE
BARFLEX-SM,29176,NSE
STALLION-BE,29205,NSE
SITINET-BZ,29210,NSE
715KA38-SG,29239,NSE
970ISF28-N0,29276,NSE
713RJ35-SG,29280,NSE
711AS45-SG,29294,NSE
710RJ50-SG,29296,NSE
790CANF30-N0,29457,NSE
711AP38B-SG,29505,NSE
714MH39-SG,29508,NSE
70OR30-SG,29518,NSE
718KL50-SG,29523,NSE
711KA33-SG,29573,NSE
702GJ31A-SG,29697,NSE
HPTL-SM,29875,NSE
JUSTDIAL-EQ,29962,NSE
716UP39B-SG,29699,NSE
719CG35-SG,29922,NSE
727MP45-SG,29991,NSE
708TN30-SG,29998,NSE
728CG34-SG,30002,NSE
721GJ35-SG,30005,NSE
732CG37-SG,30011,NSE
734UCL28-N0,30039,NSE
ROADSTAR-IV,30051,NSE
723TS49-SG,30077,NSE
727NL35-SG,30088,NSE
717OR30-SG,30091,NSE
GOLD360-EQ,30105,NSE
715UP37A-SG,30160,NSE
718MP46-SG,30167,NSE
718OR46-SG,30168,NSE
732RL35-N0,30198,NSE
925SCL27A-N1,30202,NSE
990SCL28-N1,30222,NSE
1075SCL35-N1,30232,NSE
BHARATSE-EQ,30244,NSE
GCHOTELS-ST,30289,NSE
SBIBPB-EQ,30290,NSE
707AP36-SG,30412,NSE
692TN29-SG,30415,NSE
705UK32-SG,30421,NSE
704KA32-SG,30422,NSE
709AP35-SG,30429,NSE
703HR35-SG,30430,NSE
682KL32-SG,3077,NSE
MHLSDG-SF,30564,NSE
810IRFC27-N2,31128,NSE
MTEDUCARE-BE,31413,NSE
854NHPC28-N2,31483,NSE
867NHPC33-N3,31484,NSE
705MZ35-SG,316,NSE
70AP39-SG,318,NSE
866NTPC33-N3,31762,NSE
873NTPC28-N5,31766,NSE
689TS51-SG,3266,NSE
TEMBO-EQ,3275,NSE
STARPAPER-EQ,3291,NSE
863NHB29-N2,31966,NSE
69AP39-SG,3385,NSE
696TS51-SG,3391,NSE
TATAELXSI-EQ,3411,NSE
MAFANG-EQ,3507,NSE
677RJ31-SG,3511,NSE
69MZ33-SG,3523,NSE
ADANIGREEN-EQ,3563,NSE
684HR32-SG,3571,NSE
687MH33A-SG,3574,NSE
MOKSH-EQ,3586,NSE
678SK31-SG,3643,NSE
639BR27-SG,3650,NSE
684KL33-SG,3656,NSE
SOLARA-EQ,3672,NSE
672GJ30-SG,3750,NSE
70AP38-SG,3758,NSE
WHEELS-EQ,3766,NSE
BERGEPAINT-EQ,404,NSE
ZODIACLOTH-EQ,3821,NSE
VARROC-EQ,3857,NSE
NATCOPHARM-EQ,3918,NSE
677WB40-SG,42,NSE
AMBANIORGO-SM,4083,NSE
SILINV-EQ,4105,NSE
HBSL-EQ,4116,NSE
692RJ30-SG,430,NSE
VISAKAIND-EQ,4221,NSE
5PAISA-EQ,445,NSE
JAGSNPHARM-EQ,4410,NSE
GS220830C-GS,4427,NSE
GS220831C-GS,4431,NSE
ELECTHERM-EQ,4469,NSE
GS220836C-GS,4494,NSE
GS220240C-GS,4520,NSE
GUJRAFFIA-EQ,4548,NSE
OSWALGREEN-EQ,471,NSE
BIRLACORPN-EQ,480,NSE
684RJ31A-SG,4571,NSE
68MH31-SG,4579,NSE
BLUEDART-EQ,495,NSE
HINDCON-EQ,4920,NSE
683WB28-SG,4989,NSE
691GJ30-SG,4991,NSE
712MZ34-SG,5003,NSE
70MP31-SG,5034,NSE
ETERNAL-EQ,5097,NSE
9PFL31A-NA,5160,NSE
699WB30-SG,5172,NSE
KOVAI-EQ,5192,NSE
ANTGRAPHIC-EQ,5194,NSE
GMDCLTD-EQ,5204,NSE
UTIAMC-EQ,527,NSE
71JK33A-SG,5342,NSE
DEVYANI-EQ,5373,NSE
AAVAS-EQ,5385,NSE
APTUS-EQ,5435,NSE
638MH27-SG,5467,NSE
698AS31A-SG,5468,NSE
697KL31-SG,5474,NSE
SFMP49GR-MF,5500,NSE
708JK36-SG,5544,NSE
689UP31-SG,5565,NSE
685WB31-SG,5566,NSE
SFMP50GD-MF,5595,NSE
SFMP50GR-MF,5602,NSE
ASTRAZEN-EQ,5610,NSE
PAR-EQ,5631,NSE
685GA31B-SG,5674,NSE
FELIX-SM,573,NSE
687MN31-SG,5691,NSE
68SK31-SG,5745,NSE
669PN30-SG,590,NSE
QUADPRO-SM,5870,NSE
596PY26-SG,5880,NSE
694RJ33-SG,5886,NSE
CARBORUNIV-EQ,595,NSE
706MZ34-SG,5992,NSE
AIROLAM-EQ,6068,NSE
697TN31C-SG,6096,NSE
662UK30-SG,617,NSE
CENTENKA-EQ,619,NSE
GOODLUCK-EQ,6125,NSE
634RJ27-SG,6307,NSE
708WB41-SG,6361,NSE
698RJ31A-SG,6480,NSE
DRSDILIP-SM,6686,NSE
JINDALSTEL-EQ,6733,NSE
671TN29-SG,6741,NSE
LATENTVIEW-EQ,6818,NSE
687BR30A-SG,6877,NSE
GANECOS-EQ,6944,NSE
LINC-EQ,6951,NSE
92GS2030-GS,7039,NSE
683BR30-SG,7043,NSE
923GS2043-GS,7087,NSE
86GS2028-GS,7088,NSE
817GS2044-GS,7115,NSE
773GS2034-GS,7127,NSE
SUDARCOLOR-EQ,715,NSE
63PY27-SG,7153,NSE
679GS2027-GS,7202,NSE
707TN38-SG,7318,NSE
SETFNIFBK-EQ,7361,NSE
687AP35-SG,746,NSE
HECPROJECT-EQ,7425,NSE
MIDQ50ADD-EQ,7456,NSE
HAVISHA-EQ,7457,NSE
70GA31A-SG,7513,NSE
VAML-EQ,750174,NSE
766NBFID36-N0,751669,NSE
TREJHARA-EQ,7518,NSE
702KA31-SG,7524,NSE
70MN31B-SG,7530,NSE
714TS33-SG,7538,NSE
714KL35-SG,7541,NSE
RHEXHDDG-SF,755263,NSE
761GJ39-SG,755640,NSE
775DL41-SG,755652,NSE
182D241226-TB,755786,NSE
687TS47-SG,755856,NSE
791ABCL34-N7,755946,NSE
816ABCL29-NH,755956,NSE
1015UCL27-NF,756000,NSE
950ISF27A-N0,756069,NSE
803ABHFL35-N0,756071,NSE
TURTLEMINT-EQ,756090,NSE
678KL46-SG,756103,NSE
850TIAP28A-N0,756137,NSE
815GHFL35-N0,756329,NSE
678IRFC30-N0,756331,NSE
TANKUP-ST,756338,NSE
673HPCL30-N0,756705,NSE
820MFL30-N0,756714,NSE
663AS35-SG,756809,NSE
67HR39-SG,756813,NSE
679TS53-SG,756861,NSE
686NHPCL35-N0,756888,NSE
688PN45-SG,756914,NSE
688PN46-SG,756915,NSE
PATILAUTOM-ST,756966,NSE
THELEELA-EQ,757014,NSE
740SIHF28-N0,757029,NSE
664HR36-SG,757034,NSE
72092LTF27-N0,757045,NSE
990CCSP27-N0,757129,NSE
AAFS29-N0,757140,NSE
EQUAL50-EQ,757142,NSE
AEGISVOPAK-EQ,757336,NSE
709PY40-SG,757438,NSE
713PN50-SG,757439,NSE
708TS56-SG,757441,NSE
965SCL30-ND,757469,NSE
925SCL30A-NH,757473,NSE
709TN55-SG,757558,NSE
61GJ28-SG,757559,NSE
730NIIF28-N0,757567,NSE
SAFEENTP-SM,757583,NSE
950SCL30-N0,757606,NSE
975SCL35-N0,757608,NSE
WHITEFORCE-SM,757665,NSE
820KSFP36-N0,757674,NSE
707TN55-SG,757715,NSE
714TS49-SG,757740,NSE
750TCSL28-N0,757759,NSE
749RCFL28-N0,757761,NSE
745TIL35-N0,757842,NSE
EBGNG-EQ,757862,NSE
975ISF28-N0,757890,NSE
680GJ34-SG,757910,NSE
689GA35-SG,757912,NSE
BELLACASA-EQ,757938,NSE
SHANTIGOLD-EQ,758002,NSE
721TS47-SG,758123,NSE
712SHFL30-N0,758143,NSE
MBEL-EQ,758150,NSE
716MH55-SG,758199,NSE
722BR40A-SG,758190,NSE
717MH54-SG,758198,NSE
JAINIK-SM,758303,NSE
12VCCL27D-N0,758338,NSE
EEPL-SM,758346,NSE
734IREDA29-N0,758404,NSE
743BR55-SG,758410,NSE
733TS60-SG,758411,NSE
LTFL28-N0,758556,NSE
GLOBECIVIL-EQ,758572,NSE
717GA35A-SG,758585,NSE
364D200826-TB,758589,NSE
790TIL28-N0,758650,NSE
773AIFL30-N0,758689,NSE
757MP43-SG,758724,NSE
747HR40-SG,758850,NSE
770AIFL29-N0,758878,NSE
751JK45-SG,758885,NSE
OPTIVALUE-ST,758903,NSE
769ML35-SG,758932,NSE
745SICCL30-N0,758950,NSE
GCSL-EQ,758986,NSE
ATLANTAELE-EQ,759007,NSE
76RCFL29-N0,759017,NSE
SIDDHICOTS-SM,759053,NSE
752ABCL30-N0,759069,NSE
PRIMECAB-ST,759075,NSE
DEVX-EQ,759079,NSE
URBANCO-EQ,759084,NSE
12AFIL27A-N0,759098,NSE
ABCOTS-EQ,759130,NSE
743HR39-SG,759188,NSE
71HR33-SG,759217,NSE
728GA37-SG,759219,NSE
ASIFRD-SF,759226,NSE
BMWVENTLTD-EQ,759256,NSE
GURUNANAK-SM,759261,NSE
915SCL30-N0,759279,NSE
QSIFHDG-SF,759285,NSE
CRAMC-EQ,759311,NSE
744TS58-SG,759318,NSE
746RJ38-SG,759322,NSE
743HR39A-SG,759323,NSE
744TN55A-SG,759337,NSE
FLEXIADD-EQ,759368,NSE
364D081026-TB,759433,NSE
1215DHPL27-N0,759444,NSE
VIKRAMSOLR-EQ,759453,NSE
875PFL27-N0,759470,NSE
730SIHF28-N0,759482,NSE
74MP46-SG,759492,NSE
905PFL26-N1,759562,NSE
714TN35A-SG,759549,NSE
73AP37-SG,759594,NSE
364D061126-TB,759600,NSE
763MP41-SG,759706,NSE
707MH33-SG,759737,NSE
850KGEL30-N0,759762,NSE
765TMCV28-N0,759811,NSE
686NBFID30-N0,759834,NSE
75TS52-SG,759862,NSE
771SIHF35-N0,759878,NSE
925ECL28-N2,759975,NSE
734MH34-SG,759912,NSE
737KA34-SG,759913,NSE
738KA34-SG,759914,NSE
MOSERVICE-EQ,760001,NSE
707GJ33-SG,760004,NSE
719CG35A-SG,760014,NSE
721SK35-SG,760015,NSE
1125VCCL27-N0,760047,NSE
753SK36-SG,760057,NSE
72MH34-SG,760068,NSE
772KL45-SG,760149,NSE
364D250227-TB,760166,NSE
PNGSREVA-EQ,760242,NSE
702PGCIL35-N0,760264,NSE
746KA36-SG,760269,NSE
75MP36-SG,760270,NSE
CMSINFO-EQ,7603,NSE
765JK37-SG,760291,NSE
752HR41-SG,760293,NSE
ENCOMPAS-SM,760321,NSE
GOLDBND-EQ,760325,NSE
714PY30-SG,760335,NSE
716TN32-SG,760337,NSE
115VCCL28A-N0,760451,NSE
915APSBC29-N0,760368,NSE
754AP42-SG,760447,NSE
756AS45-SG,760473,NSE
686TN29-SG,760478,NSE
765BR33-SG,760507,NSE
754RJ36-SG,760513,NSE
76TS42-SG,760517,NSE
76JK45-SG,760520,NSE
1175IFL28-N0,760555,NSE
764AP40-SG,760579,NSE
BUILDPRO-EQ,760594,NSE
729NHPC41-N0,760605,NSE
748KA35-SG,760621,NSE
764KL39-SG,760636,NSE
748PN31-SG,760662,NSE
725KA32-SG,760663,NSE
765BR51-SG,760681,NSE
TIT45-N0,760720,NSE
75343PHF31-N0,760724,NSE
